[2026-04-03T01:02:38.079+0600][0.005s][info][gc,init] CardTable entry size: 512
[2026-04-03T01:02:38.860+0600][0.786s][info][gc,phases   ] GC(1)   Post Evacuate Collection Set: 0.45ms
[2026-04-03T01:02:38.860+0600][0.786s][info][gc,phases   ] GC(1)   Other: 0.08ms
[2026-04-03T01:02:38.860+0600][0.786s][info][gc,heap     ] GC(1) Eden regions: 5->0(5)
[2026-04-03T01:02:38.860+0600][0.787s][info][gc,heap     ] GC(1) Survivor regions: 1->1(1)
[2026-04-03T01:02:38.860+0600][0.787s][info][gc,heap     ] GC(1) Old regions: 2->3
[2026-04-03T01:02:38.860+0600][0.787s][info][gc,heap     ] GC(1) Humongous regions: 0->0
[2026-04-03T01:02:38.860+0600][0.787s][info][gc,metaspace] GC(1) Metaspace: 8493K(8640K)->8493K(8640K) NonClass: 7661K(7744K)->7661K(7744K) Class: 831K(896K)->831K(896K)
[2026-04-03T01:02:38.860+0600][0.787s][info][gc          ] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 14M->6M(248M) 3.793ms
[2026-04-03T01:02:38.860+0600][0.787s][info][gc,cpu      ] GC(1) User=0.02s Sys=0.00s Real=0.01s
[2026-04-03T01:02:38.989+0600][0.915s][info][gc,start    ] GC(2) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:38.989+0600][0.915s][info][gc,task     ] GC(2) Using 5 workers of 10 for evacuation
[2026-04-03T01:02:38.993+0600][0.919s][info][gc,phases   ] GC(2)   Pre Evacuate Collection Set: 0.48ms
[2026-04-03T01:02:38.993+0600][0.919s][info][gc,phases   ] GC(2)   Merge Heap Roots: 0.19ms
[2026-04-03T01:02:38.993+0600][0.919s][info][gc,phases   ] GC(2)   Evacuate Collection Set: 2.03ms
[2026-04-03T01:02:38.993+0600][0.919s][info][gc,phases   ] GC(2)   Post Evacuate Collection Set: 0.90ms
[2026-04-03T01:02:38.993+0600][0.919s][info][gc,phases   ] GC(2)   Other: 0.19ms
[2026-04-03T01:02:38.993+0600][0.919s][info][gc,heap     ] GC(2) Eden regions: 5->0(9)
[2026-04-03T01:02:38.993+0600][0.919s][info][gc,heap     ] GC(2) Survivor regions: 1->1(1)
[2026-04-03T01:02:38.993+0600][0.919s][info][gc,heap     ] GC(2) Old regions: 3->4
[2026-04-03T01:02:38.993+0600][0.919s][info][gc,heap     ] GC(2) Humongous regions: 0->0
[2026-04-03T01:02:38.993+0600][0.919s][info][gc,metaspace] GC(2) Metaspace: 8584K(8768K)->8584K(8768K) NonClass: 7749K(7808K)->7749K(7808K) Class: 835K(960K)->835K(960K)
[2026-04-03T01:02:38.993+0600][0.920s][info][gc          ] GC(2) Pause Young (Normal) (G1 Evacuation Pause) 16M->6M(248M) 4.210ms
[2026-04-03T01:02:38.993+0600][0.920s][info][gc,cpu      ] GC(2) User=0.01s Sys=0.00s Real=0.01s
[2026-04-03T01:02:39.213+0600][1.140s][info][gc,start    ] GC(3) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:39.213+0600][1.140s][info][gc,task     ] GC(3) Using 5 workers of 10 for evacuation
[2026-04-03T01:02:39.218+0600][1.144s][info][gc,phases   ] GC(3)   Pre Evacuate Collection Set: 0.30ms
[2026-04-03T01:02:39.218+0600][1.144s][info][gc,phases   ] GC(3)   Merge Heap Roots: 0.21ms
[2026-04-03T01:02:39.218+0600][1.144s][info][gc,phases   ] GC(3)   Evacuate Collection Set: 3.07ms
[2026-04-03T01:02:39.218+0600][1.144s][info][gc,phases   ] GC(3)   Post Evacuate Collection Set: 0.42ms
[2026-04-03T01:02:39.218+0600][1.144s][info][gc,phases   ] GC(3)   Other: 0.10ms
[2026-04-03T01:02:39.218+0600][1.144s][info][gc,heap     ] GC(3) Eden regions: 9->0(20)
[2026-04-03T01:02:39.218+0600][1.144s][info][gc,heap     ] GC(3) Survivor regions: 1->2(2)
[2026-04-03T01:02:39.218+0600][1.144s][info][gc,heap     ] GC(3) Old regions: 4->4
[2026-04-03T01:02:39.218+0600][1.144s][info][gc,heap     ] GC(3) Humongous regions: 0->0
[2026-04-03T01:02:39.218+0600][1.145s][info][gc,metaspace] GC(3) Metaspace: 8601K(8832K)->8601K(8832K) NonClass: 7766K(7872K)->7766K(7872K) Class: 835K(960K)->835K(960K)
[2026-04-03T01:02:39.218+0600][1.145s][info][gc          ] GC(3) Pause Young (Normal) (G1 Evacuation Pause) 24M->8M(248M) 4.621ms
[2026-04-03T01:02:39.218+0600][1.145s][info][gc,cpu      ] GC(3) User=0.02s Sys=0.01s Real=0.00s
[2026-04-03T01:02:39.470+0600][1.397s][info][gc,start    ] GC(4) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:39.470+0600][1.397s][info][gc,task     ] GC(4) Using 5 workers of 10 for evacuation
[2026-04-03T01:02:39.478+0600][1.405s][info][gc,phases   ] GC(4)   Pre Evacuate Collection Set: 0.28ms
[2026-04-03T01:02:39.478+0600][1.405s][info][gc,phases   ] GC(4)   Merge Heap Roots: 0.14ms
[2026-04-03T01:02:39.478+0600][1.405s][info][gc,phases   ] GC(4)   Evacuate Collection Set: 6.70ms
[2026-04-03T01:02:39.478+0600][1.405s][info][gc,phases   ] GC(4)   Post Evacuate Collection Set: 0.93ms
[2026-04-03T01:02:39.478+0600][1.405s][info][gc,phases   ] GC(4)   Other: 0.17ms
[2026-04-03T01:02:39.479+0600][1.405s][info][gc,heap     ] GC(4) Eden regions: 20->0(25)
[2026-04-03T01:02:39.479+0600][1.405s][info][gc,heap     ] GC(4) Survivor regions: 2->3(3)
[2026-04-03T01:02:39.479+0600][1.405s][info][gc,heap     ] GC(4) Old regions: 4->4
[2026-04-03T01:02:39.479+0600][1.405s][info][gc,heap     ] GC(4) Humongous regions: 0->0
[2026-04-03T01:02:39.479+0600][1.405s][info][gc,metaspace] GC(4) Metaspace: 8725K(8960K)->8725K(8960K) NonClass: 7881K(8000K)->7881K(8000K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:39.479+0600][1.405s][info][gc          ] GC(4) Pause Young (Normal) (G1 Evacuation Pause) 48M->11M(248M) 8.595ms
[2026-04-03T01:02:39.479+0600][1.405s][info][gc,cpu      ] GC(4) User=0.04s Sys=0.00s Real=0.00s
[2026-04-03T01:02:39.707+0600][1.634s][info][gc,start    ] GC(5) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:39.707+0600][1.634s][info][gc,task     ] GC(5) Using 5 workers of 10 for evacuation
[2026-04-03T01:02:39.719+0600][1.646s][info][gc,phases   ] GC(5)   Pre Evacuate Collection Set: 0.31ms
[2026-04-03T01:02:39.719+0600][1.646s][info][gc,phases   ] GC(5)   Merge Heap Roots: 0.19ms
[2026-04-03T01:02:39.719+0600][1.646s][info][gc,phases   ] GC(5)   Evacuate Collection Set: 10.21ms
[2026-04-03T01:02:39.719+0600][1.646s][info][gc,phases   ] GC(5)   Post Evacuate Collection Set: 1.00ms
[2026-04-03T01:02:39.719+0600][1.646s][info][gc,phases   ] GC(5)   Other: 0.14ms
[2026-04-03T01:02:39.719+0600][1.646s][info][gc,heap     ] GC(5) Eden regions: 25->0(26)
[2026-04-03T01:02:39.719+0600][1.646s][info][gc,heap     ] GC(5) Survivor regions: 3->4(4)
[2026-04-03T01:02:39.719+0600][1.646s][info][gc,heap     ] GC(5) Old regions: 4->5
[2026-04-03T01:02:39.719+0600][1.646s][info][gc,heap     ] GC(5) Humongous regions: 0->0
[2026-04-03T01:02:39.719+0600][1.646s][info][gc,metaspace] GC(5) Metaspace: 8737K(8960K)->8737K(8960K) NonClass: 7894K(8000K)->7894K(8000K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:39.719+0600][1.646s][info][gc          ] GC(5) Pause Young (Normal) (G1 Evacuation Pause) 61M->16M(298M) 12.185ms
[2026-04-03T01:02:39.719+0600][1.646s][info][gc,cpu      ] GC(5) User=0.05s Sys=0.02s Real=0.01s
[2026-04-03T01:02:39.889+0600][1.815s][info][gc,start    ] GC(6) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:39.890+0600][1.816s][info][gc,task     ] GC(6) Using 7 workers of 10 for evacuation
[2026-04-03T01:02:39.899+0600][1.825s][info][gc,phases   ] GC(6)   Pre Evacuate Collection Set: 0.40ms
[2026-04-03T01:02:39.899+0600][1.825s][info][gc,phases   ] GC(6)   Merge Heap Roots: 0.10ms
[2026-04-03T01:02:39.899+0600][1.825s][info][gc,phases   ] GC(6)   Evacuate Collection Set: 6.94ms
[2026-04-03T01:02:39.899+0600][1.825s][info][gc,phases   ] GC(6)   Post Evacuate Collection Set: 1.40ms
[2026-04-03T01:02:39.899+0600][1.825s][info][gc,phases   ] GC(6)   Other: 0.83ms
[2026-04-03T01:02:39.899+0600][1.825s][info][gc,heap     ] GC(6) Eden regions: 26->0(36)
[2026-04-03T01:02:39.899+0600][1.825s][info][gc,heap     ] GC(6) Survivor regions: 4->3(4)
[2026-04-03T01:02:39.899+0600][1.825s][info][gc,heap     ] GC(6) Old regions: 5->9
[2026-04-03T01:02:39.899+0600][1.825s][info][gc,heap     ] GC(6) Humongous regions: 0->0
[2026-04-03T01:02:39.899+0600][1.825s][info][gc,metaspace] GC(6) Metaspace: 8742K(8960K)->8742K(8960K) NonClass: 7898K(8000K)->7898K(8000K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:39.899+0600][1.826s][info][gc          ] GC(6) Pause Young (Normal) (G1 Evacuation Pause) 68M->20M(298M) 10.310ms
[2026-04-03T01:02:39.899+0600][1.826s][info][gc,cpu      ] GC(6) User=0.05s Sys=0.01s Real=0.01s
[2026-04-03T01:02:40.042+0600][1.968s][info][gc,start    ] GC(7) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:40.042+0600][1.968s][info][gc,task     ] GC(7) Using 7 workers of 10 for evacuation
[2026-04-03T01:02:40.049+0600][1.976s][info][gc,phases   ] GC(7)   Pre Evacuate Collection Set: 0.50ms
[2026-04-03T01:02:40.049+0600][1.976s][info][gc,phases   ] GC(7)   Merge Heap Roots: 0.36ms
[2026-04-03T01:02:40.049+0600][1.976s][info][gc,phases   ] GC(7)   Evacuate Collection Set: 5.65ms
[2026-04-03T01:02:40.049+0600][1.976s][info][gc,phases   ] GC(7)   Post Evacuate Collection Set: 0.88ms
[2026-04-03T01:02:40.049+0600][1.976s][info][gc,phases   ] GC(7)   Other: 0.24ms
[2026-04-03T01:02:40.049+0600][1.976s][info][gc,heap     ] GC(7) Eden regions: 36->0(42)
[2026-04-03T01:02:40.049+0600][1.976s][info][gc,heap     ] GC(7) Survivor regions: 3->5(5)
[2026-04-03T01:02:40.049+0600][1.976s][info][gc,heap     ] GC(7) Old regions: 9->9
[2026-04-03T01:02:40.049+0600][1.976s][info][gc,heap     ] GC(7) Humongous regions: 0->0
[2026-04-03T01:02:40.049+0600][1.976s][info][gc,metaspace] GC(7) Metaspace: 8754K(8960K)->8754K(8960K) NonClass: 7911K(8000K)->7911K(8000K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:40.049+0600][1.976s][info][gc          ] GC(7) Pause Young (Normal) (G1 Evacuation Pause) 92M->25M(298M) 7.950ms
[2026-04-03T01:02:40.049+0600][1.976s][info][gc,cpu      ] GC(7) User=0.04s Sys=0.00s Real=0.00s
[2026-04-03T01:02:40.187+0600][2.114s][info][gc,start    ] GC(8) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:40.187+0600][2.114s][info][gc,task     ] GC(8) Using 7 workers of 10 for evacuation
[2026-04-03T01:02:40.198+0600][2.125s][info][gc,phases   ] GC(8)   Pre Evacuate Collection Set: 0.51ms
[2026-04-03T01:02:40.198+0600][2.125s][info][gc,phases   ] GC(8)   Merge Heap Roots: 0.33ms
[2026-04-03T01:02:40.198+0600][2.125s][info][gc,phases   ] GC(8)   Evacuate Collection Set: 8.79ms
[2026-04-03T01:02:40.198+0600][2.125s][info][gc,phases   ] GC(8)   Post Evacuate Collection Set: 1.32ms
[2026-04-03T01:02:40.198+0600][2.125s][info][gc,phases   ] GC(8)   Other: 0.10ms
[2026-04-03T01:02:40.198+0600][2.125s][info][gc,heap     ] GC(8) Eden regions: 42->0(57)
[2026-04-03T01:02:40.198+0600][2.125s][info][gc,heap     ] GC(8) Survivor regions: 5->6(6)
[2026-04-03T01:02:40.198+0600][2.125s][info][gc,heap     ] GC(8) Old regions: 9->11
[2026-04-03T01:02:40.198+0600][2.125s][info][gc,heap     ] GC(8) Humongous regions: 0->0
[2026-04-03T01:02:40.198+0600][2.125s][info][gc,metaspace] GC(8) Metaspace: 8777K(9024K)->8777K(9024K) NonClass: 7933K(8064K)->7933K(8064K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:40.198+0600][2.125s][info][gc          ] GC(8) Pause Young (Normal) (G1 Evacuation Pause) 109M->31M(298M) 11.315ms
[2026-04-03T01:02:40.199+0600][2.125s][info][gc,cpu      ] GC(8) User=0.06s Sys=0.01s Real=0.01s
[2026-04-03T01:02:40.388+0600][2.315s][info][gc,start    ] GC(9) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:40.388+0600][2.315s][info][gc,task     ] GC(9) Using 7 workers of 10 for evacuation
[2026-04-03T01:02:40.406+0600][2.333s][info][gc,phases   ] GC(9)   Pre Evacuate Collection Set: 0.59ms
[2026-04-03T01:02:40.406+0600][2.333s][info][gc,phases   ] GC(9)   Merge Heap Roots: 0.41ms
[2026-04-03T01:02:40.406+0600][2.333s][info][gc,phases   ] GC(9)   Evacuate Collection Set: 14.84ms
[2026-04-03T01:02:40.406+0600][2.333s][info][gc,phases   ] GC(9)   Post Evacuate Collection Set: 2.14ms
[2026-04-03T01:02:40.406+0600][2.333s][info][gc,phases   ] GC(9)   Other: 0.13ms
[2026-04-03T01:02:40.406+0600][2.333s][info][gc,heap     ] GC(9) Eden regions: 57->0(62)
[2026-04-03T01:02:40.406+0600][2.333s][info][gc,heap     ] GC(9) Survivor regions: 6->8(8)
[2026-04-03T01:02:40.406+0600][2.333s][info][gc,heap     ] GC(9) Old regions: 11->14
[2026-04-03T01:02:40.406+0600][2.333s][info][gc,heap     ] GC(9) Humongous regions: 0->0
[2026-04-03T01:02:40.406+0600][2.333s][info][gc,metaspace] GC(9) Metaspace: 8783K(9024K)->8783K(9024K) NonClass: 7940K(8064K)->7940K(8064K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:40.406+0600][2.333s][info][gc          ] GC(9) Pause Young (Normal) (G1 Evacuation Pause) 145M->41M(470M) 18.443ms
[2026-04-03T01:02:40.406+0600][2.333s][info][gc,cpu      ] GC(9) User=0.09s Sys=0.03s Real=0.02s
[2026-04-03T01:02:40.684+0600][2.611s][info][gc,start    ] GC(10) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:40.685+0600][2.611s][info][gc,task     ] GC(10) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:40.699+0600][2.626s][info][gc,phases   ] GC(10)   Pre Evacuate Collection Set: 0.23ms
[2026-04-03T01:02:40.699+0600][2.626s][info][gc,phases   ] GC(10)   Merge Heap Roots: 0.11ms
[2026-04-03T01:02:40.699+0600][2.626s][info][gc,phases   ] GC(10)   Evacuate Collection Set: 13.18ms
[2026-04-03T01:02:40.699+0600][2.626s][info][gc,phases   ] GC(10)   Post Evacuate Collection Set: 0.84ms
[2026-04-03T01:02:40.699+0600][2.626s][info][gc,phases   ] GC(10)   Other: 0.85ms
[2026-04-03T01:02:40.700+0600][2.626s][info][gc,heap     ] GC(10) Eden regions: 62->0(66)
[2026-04-03T01:02:40.700+0600][2.626s][info][gc,heap     ] GC(10) Survivor regions: 8->9(9)
[2026-04-03T01:02:40.700+0600][2.626s][info][gc,heap     ] GC(10) Old regions: 14->17
[2026-04-03T01:02:40.700+0600][2.626s][info][gc,heap     ] GC(10) Humongous regions: 0->0
[2026-04-03T01:02:40.700+0600][2.626s][info][gc,metaspace] GC(10) Metaspace: 8785K(9024K)->8785K(9024K) NonClass: 7941K(8064K)->7941K(8064K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:40.700+0600][2.626s][info][gc          ] GC(10) Pause Young (Normal) (G1 Evacuation Pause) 165M->49M(470M) 15.532ms
[2026-04-03T01:02:40.700+0600][2.626s][info][gc,cpu      ] GC(10) User=0.12s Sys=0.02s Real=0.01s
[2026-04-03T01:02:40.888+0600][2.815s][info][gc,start    ] GC(11) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:40.888+0600][2.815s][info][gc,task     ] GC(11) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:40.905+0600][2.832s][info][gc,phases   ] GC(11)   Pre Evacuate Collection Set: 0.32ms
[2026-04-03T01:02:40.906+0600][2.832s][info][gc,phases   ] GC(11)   Merge Heap Roots: 0.17ms
[2026-04-03T01:02:40.906+0600][2.832s][info][gc,phases   ] GC(11)   Evacuate Collection Set: 16.09ms
[2026-04-03T01:02:40.906+0600][2.832s][info][gc,phases   ] GC(11)   Post Evacuate Collection Set: 0.70ms
[2026-04-03T01:02:40.906+0600][2.832s][info][gc,phases   ] GC(11)   Other: 0.10ms
[2026-04-03T01:02:40.906+0600][2.832s][info][gc,heap     ] GC(11) Eden regions: 66->0(131)
[2026-04-03T01:02:40.906+0600][2.832s][info][gc,heap     ] GC(11) Survivor regions: 9->10(10)
[2026-04-03T01:02:40.906+0600][2.832s][info][gc,heap     ] GC(11) Old regions: 17->21
[2026-04-03T01:02:40.906+0600][2.832s][info][gc,heap     ] GC(11) Humongous regions: 0->0
[2026-04-03T01:02:40.906+0600][2.832s][info][gc,metaspace] GC(11) Metaspace: 8788K(9024K)->8788K(9024K) NonClass: 7944K(8064K)->7944K(8064K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:40.906+0600][2.832s][info][gc          ] GC(11) Pause Young (Normal) (G1 Evacuation Pause) 181M->60M(470M) 17.688ms
[2026-04-03T01:02:40.906+0600][2.832s][info][gc,cpu      ] GC(11) User=0.13s Sys=0.04s Real=0.02s
[2026-04-03T01:02:41.223+0600][3.150s][info][gc,start    ] GC(12) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:41.223+0600][3.150s][info][gc,task     ] GC(12) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:41.241+0600][3.167s][info][gc,phases   ] GC(12)   Pre Evacuate Collection Set: 0.26ms
[2026-04-03T01:02:41.241+0600][3.167s][info][gc,phases   ] GC(12)   Merge Heap Roots: 0.08ms
[2026-04-03T01:02:41.241+0600][3.167s][info][gc,phases   ] GC(12)   Evacuate Collection Set: 15.98ms
[2026-04-03T01:02:41.241+0600][3.167s][info][gc,phases   ] GC(12)   Post Evacuate Collection Set: 0.87ms
[2026-04-03T01:02:41.241+0600][3.167s][info][gc,phases   ] GC(12)   Other: 0.11ms
[2026-04-03T01:02:41.241+0600][3.167s][info][gc,heap     ] GC(12) Eden regions: 131->0(106)
[2026-04-03T01:02:41.241+0600][3.167s][info][gc,heap     ] GC(12) Survivor regions: 10->15(18)
[2026-04-03T01:02:41.241+0600][3.167s][info][gc,heap     ] GC(12) Old regions: 21->26
[2026-04-03T01:02:41.241+0600][3.167s][info][gc,heap     ] GC(12) Humongous regions: 0->0
[2026-04-03T01:02:41.241+0600][3.167s][info][gc,metaspace] GC(12) Metaspace: 8789K(9024K)->8789K(9024K) NonClass: 7945K(8064K)->7945K(8064K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:41.241+0600][3.167s][info][gc          ] GC(12) Pause Young (Normal) (G1 Evacuation Pause) 322M->78M(470M) 17.645ms
[2026-04-03T01:02:41.241+0600][3.167s][info][gc,cpu      ] GC(12) User=0.16s Sys=0.01s Real=0.02s
[2026-04-03T01:02:41.508+0600][3.435s][info][gc,start    ] GC(13) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:41.508+0600][3.435s][info][gc,task     ] GC(13) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:41.531+0600][3.458s][info][gc,phases   ] GC(13)   Pre Evacuate Collection Set: 0.15ms
[2026-04-03T01:02:41.531+0600][3.458s][info][gc,phases   ] GC(13)   Merge Heap Roots: 0.10ms
[2026-04-03T01:02:41.531+0600][3.458s][info][gc,phases   ] GC(13)   Evacuate Collection Set: 19.77ms
[2026-04-03T01:02:41.531+0600][3.458s][info][gc,phases   ] GC(13)   Post Evacuate Collection Set: 2.48ms
[2026-04-03T01:02:41.531+0600][3.458s][info][gc,phases   ] GC(13)   Other: 0.10ms
[2026-04-03T01:02:41.531+0600][3.458s][info][gc,heap     ] GC(13) Eden regions: 106->0(141)
[2026-04-03T01:02:41.531+0600][3.458s][info][gc,heap     ] GC(13) Survivor regions: 15->9(16)
[2026-04-03T01:02:41.531+0600][3.458s][info][gc,heap     ] GC(13) Old regions: 26->40
[2026-04-03T01:02:41.531+0600][3.458s][info][gc,heap     ] GC(13) Humongous regions: 0->0
[2026-04-03T01:02:41.531+0600][3.458s][info][gc,metaspace] GC(13) Metaspace: 8814K(9024K)->8814K(9024K) NonClass: 7970K(8064K)->7970K(8064K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:41.531+0600][3.458s][info][gc          ] GC(13) Pause Young (Normal) (G1 Evacuation Pause) 290M->95M(774M) 22.831ms
[2026-04-03T01:02:41.531+0600][3.458s][info][gc,cpu      ] GC(13) User=0.18s Sys=0.02s Real=0.03s
[2026-04-03T01:02:42.004+0600][3.931s][info][gc,start    ] GC(14) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:42.004+0600][3.931s][info][gc,task     ] GC(14) Using 10 workers of 10 for evacuation
[2026-04-03T01:02:42.022+0600][3.948s][info][gc,phases   ] GC(14)   Pre Evacuate Collection Set: 0.17ms
[2026-04-03T01:02:42.022+0600][3.949s][info][gc,phases   ] GC(14)   Merge Heap Roots: 0.11ms
[2026-04-03T01:02:42.022+0600][3.949s][info][gc,phases   ] GC(14)   Evacuate Collection Set: 16.24ms
[2026-04-03T01:02:42.022+0600][3.949s][info][gc,phases   ] GC(14)   Post Evacuate Collection Set: 0.81ms
[2026-04-03T01:02:42.022+0600][3.949s][info][gc,phases   ] GC(14)   Other: 0.35ms
[2026-04-03T01:02:42.022+0600][3.949s][info][gc,heap     ] GC(14) Eden regions: 141->0(126)
[2026-04-03T01:02:42.022+0600][3.949s][info][gc,heap     ] GC(14) Survivor regions: 9->19(19)
[2026-04-03T01:02:42.022+0600][3.949s][info][gc,heap     ] GC(14) Old regions: 40->40
[2026-04-03T01:02:42.022+0600][3.949s][info][gc,heap     ] GC(14) Humongous regions: 0->0
[2026-04-03T01:02:42.022+0600][3.949s][info][gc,metaspace] GC(14) Metaspace: 8850K(9088K)->8850K(9088K) NonClass: 8006K(8128K)->8006K(8128K) Class: 843K(960K)->843K(960K)
[2026-04-03T01:02:42.022+0600][3.949s][info][gc          ] GC(14) Pause Young (Normal) (G1 Evacuation Pause) 377M->116M(774M) 17.961ms
[2026-04-03T01:02:42.022+0600][3.949s][info][gc,cpu      ] GC(14) User=0.13s Sys=0.03s Real=0.02s
[2026-04-03T01:02:42.334+0600][4.261s][info][gc,start    ] GC(15) Pause Young (Normal) (G1 Evacuation Pause)
[2026-04-03T01:02:42.334+0600][4.261s][info][gc,task     ] GC(15) Using 10 workers of 10 for evacuation
